id_ejemplar,id_libro,id_ubicacion,edicion_ejem,medio_adquisicion,tipo_material,n_factura,valor,f_registro_sis,recibido_por,recibido_de,no_ejemplar,fecha_adquisicion,codigo_barras,signatura,paginas,anio_edicion,num_entrada
1503,668,24,6a edicion,Suscripcion,Fisico,F-92042,167116.89,2018-01-08,Coordinacion Academica,Castellanos PLC,1,1991-06-22,581977452631,ZU203,686,1980,E-001503
1504,668,46,6a edicion,Canje,Fisico,F-98805,33755.85,2025-08-25,Coordinacion Academica,"García, Chacón and Gamboa",2,2025-12-18,824008507587,GD494,633,2008,E-001504
1505,669,25,3a edicion,Canje,Fisico,F-56732,65681.93,2023-03-01,Sede Norte,Rivera LLC,1,2023-01-15,504138637459,LW601,761,2016,E-001505
1506,670,30,5a edicion,Donacion,Fisico,F-47927,19969.38,2017-04-24,Sede Norte,Delgado Group,1,2025-04-24,316682398070,FX763,696,2025,E-001506
1507,670,34,3a edicion,Donacion,Fisico,F-27404,101818.55,2021-03-27,Sede Norte,Carvajal and Sons,2,2025-06-07,983198431268,SX685,118,2002,E-001507
1508,670,30,5a edicion,Suscripcion,Fisico,F-98097,100450.47,2017-06-10,Sede Norte,"Ordóñez, Páez and Herrera",3,2016-01-23,860554108674,XL481,103,1989,E-001508
1509,671,49,5a edicion,Suscripcion,Fisico,F-57553,143597.27,2022-08-21,Biblioteca Central,"Romero, Santos and Navarro",1,2014-07-26,461326006997,GH111,485,1981,E-001509
1510,672,34,4a edicion,Compra,Fisico,F-94702,90527.54,2018-05-04,Coordinacion Academica,Pérez Ltd,1,2025-08-22,617189443919,WY195,384,2022,E-001510
1511,672,44,5a edicion,Suscripcion,Fisico,F-28654,107319.79,2019-01-07,Biblioteca Central,Torres-Garzón,2,2023-12-10,906983885671,QT100,316,2011,E-001511
1512,673,10,4a edicion,Suscripcion,Fisico,F-30015,32021.96,2018-12-14,Coordinacion Academica,"Pérez, Gutiérrez and Márquez",1,1999-12-04,588239017111,WW402,290,1986,E-001512
1513,673,15,5a edicion,Canje,Fisico,F-54147,166297.38,2018-03-29,Biblioteca Central,Ocampo and Sons,2,2020-04-19,710748913348,EH676,436,2011,E-001513
1514,674,27,3a edicion,Suscripcion,Fisico,F-95579,75720.19,2015-11-02,Coordinacion Academica,Osorio-Palacios,1,2023-08-09,662890716404,BP602,302,2022,E-001514
1515,675,55,1a edicion,Compra,Fisico,F-29198,136489.72,2025-08-06,Coordinacion Academica,López-Martínez,1,2017-02-12,327375631501,OB489,767,1984,E-001515
1516,676,23,6a edicion,Suscripcion,Fisico,F-70450,48806.48,2022-11-25,Sede Norte,"Díaz, Calderón and Mesa",1,2019-11-19,326472396519,DY391,597,2018,E-001516
1517,676,37,2a edicion,Compra,Fisico,F-97494,79587.1,2023-12-09,Biblioteca Central,"Arévalo, Salcedo and Ramírez",2,2015-01-07,235636185222,BD134,697,2003,E-001517
1518,677,28,4a edicion,Compra,Fisico,F-67981,49299.0,2024-08-18,Sede Norte,Rincón and Sons,1,2021-08-25,441077742561,MD411,853,2010,E-001518
1519,678,57,5a edicion,Donacion,Fisico,F-71476,99826.18,2021-11-20,Sede Sur,Franco-Cantillo,1,2025-07-25,199984232253,RH595,521,2024,E-001519
1520,678,51,5a edicion,Compra,Fisico,F-35929,96782.06,2025-04-20,Coordinacion Academica,"Buitrago, Barrera and Díaz",2,2025-01-30,950135991111,CP824,752,2025,E-001520
1521,679,36,1a edicion,Compra,Fisico,F-55884,138952.48,2024-02-19,Sede Norte,"Alzate, Méndez and Caballero",1,2025-08-25,399426962612,YI528,525,2015,E-001521
1522,679,17,4a edicion,Donacion,Fisico,F-40645,104027.71,2023-08-13,Biblioteca Central,"Estrada, Patiño and Acosta",2,2017-09-24,949304873225,KO905,808,2011,E-001522
1523,679,33,5a edicion,Compra,Fisico,F-53483,79183.53,2018-11-13,Biblioteca Central,Hernández-Rojas,3,2000-11-12,308534087463,GW553,635,1995,E-001523
1524,680,29,1a edicion,Donacion,Fisico,F-45840,55509.41,2017-12-17,Sede Sur,Hernández and Sons,1,2014-02-27,765906315542,WQ939,492,1994,E-001524
1525,680,40,2a edicion,Compra,Fisico,F-30675,138239.56,2015-08-25,Sede Norte,Acevedo PLC,2,2014-02-25,148274331399,JI623,664,2007,E-001525
1526,680,54,6a edicion,Suscripcion,Fisico,F-61548,147365.49,2025-09-05,Sede Norte,Herrera Ltd,3,2022-08-20,427372248562,XS893,317,2016,E-001526
1527,681,39,3a edicion,Donacion,Fisico,F-34466,150340.88,2022-09-10,Sede Sur,Becerra Ltd,1,2017-02-05,136029947646,VU942,320,2008,E-001527
1528,681,5,1a edicion,Compra,Fisico,F-53269,158183.93,2019-09-15,Sede Sur,Díaz LLC,2,2017-02-18,569791085461,MB100,386,2007,E-001528
1529,682,31,4a edicion,Canje,Fisico,F-46202,90826.72,2023-03-29,Biblioteca Central,Díaz-Campo,1,1997-01-05,914570927825,KG183,516,1978,E-001529
1530,682,12,1a edicion,Canje,Fisico,F-41161,134959.05,2024-02-25,Coordinacion Academica,Hoyos-Galeano,2,1996-09-16,446598502933,HU459,644,1980,E-001530
1531,683,46,6a edicion,Compra,Fisico,F-83797,163985.24,2015-07-01,Biblioteca Central,"Acosta, Vera and Martínez",1,2025-08-21,234444063838,UD421,613,2020,E-001531
1532,683,14,2a edicion,Canje,Fisico,F-81278,83637.34,2023-01-08,Coordinacion Academica,"Martínez, Medina and Alzate",2,2017-12-21,207379634706,ID934,308,2013,E-001532
1533,683,21,6a edicion,Compra,Fisico,F-31934,111709.96,2023-10-23,Coordinacion Academica,Rodríguez Ltd,3,2014-01-14,968412420713,KH631,91,2007,E-001533
1534,684,12,3a edicion,Canje,Fisico,F-22409,173912.9,2016-01-15,Sede Sur,"Quiroga, Perdomo and Arango",1,1982-02-25,162530156477,KE494,845,1976,E-001534
1535,685,39,5a edicion,Compra,Fisico,F-62582,118202.93,2023-02-13,Sede Sur,Campo Inc,1,2006-06-26,470897233668,HY223,669,1980,E-001535
1536,685,54,5a edicion,Suscripcion,Fisico,F-67412,28444.85,2019-11-09,Coordinacion Academica,Pérez-Durán,2,2000-12-21,628610843422,QZ107,629,1981,E-001536
1537,685,40,2a edicion,Donacion,Fisico,F-31356,138950.24,2025-08-17,Sede Sur,Vergara-Torres,3,2002-12-02,636945097210,XP818,183,1975,E-001537
1538,685,6,2a edicion,Donacion,Fisico,F-28415,27247.25,2017-03-08,Sede Sur,"Morales, Martínez and Ariza",4,2022-06-24,489023051577,ZP267,218,2013,E-001538
1539,686,3,6a edicion,Compra,Fisico,F-72652,159009.05,2015-10-27,Coordinacion Academica,Morales LLC,1,2024-09-28,497267409707,SC634,649,2024,E-001539
1540,687,29,3a edicion,Compra,Fisico,F-62353,32525.77,2022-09-29,Sede Norte,Cuesta Ltd,1,2016-02-18,559153974493,CL907,838,1984,E-001540
1541,688,59,1a edicion,Suscripcion,Fisico,F-58575,170626.77,2019-10-25,Sede Sur,Osorio Ltd,1,1997-08-05,840840569449,IC195,252,1977,E-001541
1542,689,4,6a edicion,Compra,Fisico,F-20730,163370.87,2022-06-25,Sede Norte,Ospina Ltd,1,2019-09-06,838148024287,KK827,740,2010,E-001542
1543,690,55,5a edicion,Donacion,Fisico,F-17770,45048.09,2019-01-02,Coordinacion Academica,Ortiz-Jaramillo,1,2024-11-22,892768538809,VC238,140,2018,E-001543
1544,690,15,1a edicion,Canje,Fisico,F-54675,114005.43,2021-03-23,Biblioteca Central,"Camargo, Vega and Rojas",2,2008-10-04,125107599133,KO696,800,2002,E-001544
1545,690,37,4a edicion,Compra,Fisico,F-57095,20088.85,2016-10-30,Biblioteca Central,"Zapata, Cifuentes and Martínez",3,2003-11-01,254898434460,ZA872,130,1999,E-001545
1546,691,1,5a edicion,Compra,Fisico,F-45924,143035.72,2025-07-23,Biblioteca Central,Rodríguez and Sons,1,2025-08-05,380260242247,NF865,895,2025,E-001546
1547,691,57,5a edicion,Compra,Fisico,F-90109,97427.92,2016-02-23,Sede Sur,"Rodríguez, Trujillo and Arango",2,2002-11-28,980632110247,DE893,645,2001,E-001547
1548,691,28,5a edicion,Canje,Fisico,F-46764,108396.46,2018-12-14,Biblioteca Central,"Durán, Sánchez and García",3,2002-04-03,545904479407,GS111,684,1990,E-001548
1549,692,54,5a edicion,Compra,Fisico,F-27262,129231.29,2020-02-14,Sede Sur,Espinosa Group,1,2023-11-12,535254048571,TM542,688,2022,E-001549
1550,692,44,5a edicion,Canje,Fisico,F-95702,21702.56,2017-11-22,Sede Norte,Contreras-Jaimes,2,2014-12-11,187076938390,MB412,226,2010,E-001550
1551,692,43,1a edicion,Canje,Fisico,F-57066,89959.65,2024-08-21,Coordinacion Academica,"Pedraza, Ortega and García",3,2023-12-10,576344948924,NP283,403,2017,E-001551
1552,693,35,3a edicion,Suscripcion,Fisico,F-61188,114795.25,2024-11-05,Sede Sur,Moreno-Bautista,1,2025-01-12,148083237338,YF198,480,2018,E-001552
1553,693,9,5a edicion,Suscripcion,Fisico,F-71526,178222.7,2022-07-16,Coordinacion Academica,Mendoza Group,2,2015-03-23,670758792389,VY427,676,1993,E-001553
1554,693,51,6a edicion,Suscripcion,Fisico,F-89790,148095.28,2025-09-26,Coordinacion Academica,Cruz LLC,3,1987-02-02,229213242209,WS876,479,1975,E-001554
1555,694,26,4a edicion,Compra,Fisico,F-50428,113466.08,2016-06-06,Sede Sur,"Lozano, Ortega and Vásquez",1,2025-07-07,755190353128,LH746,884,2024,E-001555
1556,694,31,6a edicion,Compra,Fisico,F-61882,75980.33,2016-10-06,Coordinacion Academica,"Rubio, Ibarra and Duque",2,2022-08-19,640075007085,WW941,780,2018,E-001556
1557,695,58,3a edicion,Suscripcion,Fisico,F-37037,29311.6,2025-07-08,Sede Norte,Ramírez-Agudelo,1,1987-10-28,260298012352,UY380,263,1985,E-001557
1558,696,22,6a edicion,Suscripcion,Fisico,F-10090,100964.82,2023-05-11,Sede Sur,Valencia-Díaz,1,2002-10-16,527779616368,QV999,144,1996,E-001558
1559,696,7,3a edicion,Compra,Fisico,F-29686,16362.02,2019-01-14,Sede Norte,"Serna, Henao and Díaz",2,2011-01-24,316167670895,DE885,169,2003,E-001559
1560,696,8,5a edicion,Canje,Fisico,F-64225,17748.61,2021-11-14,Sede Norte,Sánchez PLC,3,2019-04-02,827087089306,CL252,328,1987,E-001560
1561,696,47,6a edicion,Compra,Fisico,F-89237,29057.57,2016-08-24,Sede Sur,Guevara Group,4,1989-09-09,387403823362,ZM862,311,1984,E-001561
1562,696,51,3a edicion,Compra,Fisico,F-14059,148228.51,2021-01-13,Coordinacion Academica,Chacón-Londoño,5,2021-08-12,342717164799,OZ371,791,2021,E-001562
1563,697,54,6a edicion,Suscripcion,Fisico,F-87560,140739.75,2016-09-11,Sede Sur,Acosta-Amaya,1,2017-07-18,929122530419,AE252,178,1987,E-001563
1564,697,60,5a edicion,Donacion,Fisico,F-22154,50806.77,2021-12-25,Biblioteca Central,Bolaños-Restrepo,2,2001-02-27,218121256815,JJ768,95,1982,E-001564
1565,697,10,3a edicion,Donacion,Fisico,F-55063,178907.62,2020-10-28,Coordinacion Academica,"Soto, Mejía and Castillo",3,2011-05-08,339705424894,SO795,420,1977,E-001565
1566,697,31,4a edicion,Canje,Fisico,F-26711,83806.9,2023-08-09,Sede Sur,"Cardona, Álvarez and Ibarra",4,2020-08-09,673387877750,NG645,227,1998,E-001566
1567,698,53,6a edicion,Donacion,Fisico,F-50739,63745.56,2017-01-30,Sede Norte,Naranjo-Osorio,1,2025-10-08,454933497061,BI307,414,2023,E-001567
1568,699,34,6a edicion,Donacion,Fisico,F-13308,69634.59,2017-10-19,Sede Sur,Gómez-Parra,1,2025-10-03,500876826091,LK335,647,2004,E-001568
1569,700,31,2a edicion,Compra,Fisico,F-67852,80457.17,2019-11-18,Coordinacion Academica,"Torres, Ramírez and Fernández",1,2008-11-29,516247106385,MI825,125,1986,E-001569
1570,700,35,5a edicion,Suscripcion,Fisico,F-52067,131616.93,2024-04-13,Coordinacion Academica,"Osorio, Díaz and Restrepo",2,2011-11-19,894908382853,CD781,212,2009,E-001570
1571,700,21,2a edicion,Compra,Fisico,F-38199,133269.15,2019-05-17,Sede Sur,"Ospina, Mosquera and Jaramillo",3,2020-05-27,308753351740,MH205,460,1978,E-001571
1572,701,26,2a edicion,Compra,Fisico,F-95831,20686.99,2024-06-08,Sede Sur,Rojas-Vélez,1,2021-07-12,194234021012,SO363,889,2020,E-001572
1573,701,1,6a edicion,Compra,Fisico,F-60815,28467.22,2025-05-04,Sede Sur,"Rodríguez, Morales and González",2,2000-11-11,256145563286,QF705,887,1991,E-001573
1574,701,60,3a edicion,Canje,Fisico,F-70471,66461.6,2025-06-12,Sede Norte,Peña-Rojas,3,2021-07-26,173931563645,JH709,894,2013,E-001574
1575,702,52,1a edicion,Canje,Fisico,F-39764,150083.49,2024-12-12,Sede Sur,Márquez PLC,1,2007-03-04,739028817969,JQ561,248,2005,E-001575
1576,702,54,5a edicion,Suscripcion,Fisico,F-22089,19149.84,2015-07-07,Sede Norte,"Gaitán, Villa and Castellanos",2,2023-09-11,799185557734,TM409,311,2014,E-001576
1577,703,24,6a edicion,Canje,Fisico,F-64179,118438.32,2023-03-25,Biblioteca Central,Caballero-Peña,1,2024-02-18,664685818656,NH513,134,2013,E-001577
1578,704,24,5a edicion,Donacion,Fisico,F-89561,57095.95,2020-02-13,Coordinacion Academica,Cardozo-Gallego,1,1988-03-09,663583849919,JX230,582,1983,E-001578
1579,704,56,1a edicion,Donacion,Fisico,F-25404,41429.39,2017-02-01,Sede Norte,Álvarez LLC,2,2019-03-03,765165638327,ZC429,350,1993,E-001579
1580,704,60,4a edicion,Compra,Fisico,F-69043,49112.02,2016-04-26,Sede Sur,Ávila-Medina,3,2010-12-02,911226458862,TS998,617,2010,E-001580
1581,704,26,5a edicion,Suscripcion,Fisico,F-70271,92813.78,2024-08-17,Coordinacion Academica,Gallego and Sons,4,2023-10-11,105393784523,WI570,98,1988,E-001581
1582,705,56,3a edicion,Suscripcion,Fisico,F-10489,125914.69,2020-01-15,Coordinacion Academica,Escobar-Gutiérrez,1,2017-06-10,890112298563,SI242,245,1999,E-001582
1583,706,8,2a edicion,Donacion,Fisico,F-86156,151783.93,2017-05-20,Coordinacion Academica,Ortiz-Silva,1,2013-06-20,282695818288,VV592,648,2010,E-001583
1584,706,49,4a edicion,Donacion,Fisico,F-44265,131871.96,2017-06-01,Sede Norte,"Londoño, Sánchez and Gómez",2,2025-05-14,891559742537,KQ897,448,2025,E-001584
1585,706,54,4a edicion,Donacion,Fisico,F-14808,163522.1,2019-07-01,Coordinacion Academica,Hernández-Vanegas,3,2022-07-29,698173685171,XG460,317,2016,E-001585
1586,706,13,3a edicion,Canje,Fisico,F-54571,100973.44,2023-02-25,Sede Sur,"Camacho, Lozano and Fuentes",4,1997-04-21,718473856746,QS193,195,1981,E-001586
1587,707,56,4a edicion,Canje,Fisico,F-30187,174533.8,2017-01-12,Biblioteca Central,López-Sánchez,1,2020-06-20,922008630932,AY340,558,2017,E-001587
1588,707,6,4a edicion,Compra,Fisico,F-83283,132203.02,2025-07-08,Sede Norte,"Marín, Martínez and Pérez",2,2025-04-20,515706811938,PY358,720,2010,E-001588
1589,707,6,6a edicion,Suscripcion,Fisico,F-54308,110598.39,2025-05-19,Sede Sur,Acosta LLC,3,2010-02-15,709113411897,QL925,720,2008,E-001589
1590,707,37,3a edicion,Donacion,Fisico,F-91613,55712.75,2021-06-08,Sede Norte,Gutiérrez Ltd,4,2024-03-04,215626515731,ZN313,861,2020,E-001590
1591,707,59,6a edicion,Suscripcion,Fisico,F-85523,96929.88,2020-06-25,Coordinacion Academica,Quintero-Meneses,5,2009-09-05,570132342841,EY632,584,2001,E-001591
1592,708,14,3a edicion,Suscripcion,Fisico,F-37344,152519.11,2018-06-18,Biblioteca Central,Gómez Inc,1,2023-06-24,381258193718,BJ709,154,1998,E-001592
1593,708,15,5a edicion,Compra,Fisico,F-95505,104829.31,2018-05-04,Sede Norte,Ospina-Miranda,2,2019-10-05,965145368578,MC603,213,2012,E-001593
1594,709,44,4a edicion,Suscripcion,Fisico,F-57621,157871.28,2015-05-16,Biblioteca Central,Vanegas and Sons,1,2013-04-17,186221450752,SB329,704,2013,E-001594
1595,710,1,3a edicion,Canje,Fisico,F-36058,83095.19,2017-10-25,Coordinacion Academica,Hernández Ltd,1,2017-07-31,274455019973,LD876,156,1994,E-001595
1596,711,1,1a edicion,Compra,Fisico,F-78757,171875.56,2016-02-03,Coordinacion Academica,Patiño and Sons,1,2025-07-16,875070954814,XO720,98,2012,E-001596
1597,712,52,6a edicion,Compra,Fisico,F-73072,51988.34,2022-06-02,Biblioteca Central,Andrade-Leal,1,2025-12-31,599854394184,QW727,666,2015,E-001597
1598,713,25,4a edicion,Donacion,Fisico,F-86550,126471.44,2016-04-29,Biblioteca Central,"Giraldo, Valencia and Quintero",1,2019-08-05,301008607629,VP879,278,2017,E-001598
1599,713,28,3a edicion,Donacion,Fisico,F-32734,24427.25,2020-09-15,Coordinacion Academica,Cortés Group,2,2008-01-24,720913173428,ZC549,242,2004,E-001599
1600,714,31,1a edicion,Canje,Fisico,F-99394,88248.68,2017-03-11,Sede Norte,"León, Barbosa and Muñoz",1,2025-10-31,613200886266,LR107,201,1998,E-001600
1601,714,22,3a edicion,Compra,Fisico,F-98595,97357.69,2022-01-05,Sede Norte,Díaz-Vélez,2,2012-07-24,554622492951,MM104,680,1982,E-001601
1602,714,22,4a edicion,Suscripcion,Fisico,F-14578,168103.05,2020-11-15,Sede Sur,García and Sons,3,2024-10-14,764317839954,RR585,285,2002,E-001602
1603,714,25,4a edicion,Canje,Fisico,F-35499,178821.8,2019-08-10,Sede Sur,Martínez-Ramírez,4,2019-06-22,157965669871,FG272,471,1997,E-001603
1604,715,54,4a edicion,Suscripcion,Fisico,F-87925,79961.84,2024-10-11,Sede Sur,Sánchez-Sandoval,1,2014-11-15,468230532462,EB630,535,2006,E-001604
1605,716,40,3a edicion,Canje,Fisico,F-20263,72563.63,2024-06-10,Sede Norte,Ramírez Group,1,2016-04-09,810042774796,JF136,814,1999,E-001605
1606,716,17,1a edicion,Canje,Fisico,F-68023,96700.57,2021-09-25,Biblioteca Central,Parra-Hoyos,2,2016-06-15,896970515922,AJ379,775,2015,E-001606
1607,716,40,4a edicion,Canje,Fisico,F-94106,117917.67,2018-09-25,Biblioteca Central,Vergara Ltd,3,2024-12-09,582054344828,SN924,437,2022,E-001607
1608,717,34,1a edicion,Canje,Fisico,F-79742,50625.51,2023-03-07,Sede Sur,"Villamizar, Gil and Navarro",1,2020-03-31,546354101963,ZR694,273,1977,E-001608
1609,718,16,4a edicion,Suscripcion,Fisico,F-78794,22078.4,2025-04-21,Sede Sur,Gómez Ltd,1,2015-09-18,958183524704,KW129,566,2013,E-001609
1610,719,52,3a edicion,Compra,Fisico,F-10171,134082.27,2019-05-02,Sede Norte,"Triana, Jaramillo and Castro",1,1990-06-26,989817056107,YS823,343,1988,E-001610
1611,720,3,6a edicion,Donacion,Fisico,F-57312,100226.67,2024-09-30,Coordinacion Academica,Sánchez Ltd,1,1999-08-21,738368031777,CU542,290,1995,E-001611
1612,720,60,4a edicion,Suscripcion,Fisico,F-94897,85461.8,2022-10-04,Coordinacion Academica,"Cardozo, Mendoza and Gutiérrez",2,2000-01-26,576156262170,OI863,118,1987,E-001612
1613,720,55,2a edicion,Suscripcion,Fisico,F-84760,117189.64,2017-12-19,Biblioteca Central,Chacón LLC,3,1999-10-19,754276739271,GK250,881,1990,E-001613
1614,721,53,1a edicion,Compra,Fisico,F-12771,44541.48,2020-06-26,Coordinacion Academica,Sánchez PLC,1,2024-08-03,628473910048,ZZ923,626,2023,E-001614
1615,722,8,4a edicion,Canje,Fisico,F-44389,112663.35,2020-03-05,Coordinacion Academica,Erazo-Pérez,1,2020-05-10,798214714875,RT580,287,2013,E-001615
1616,723,28,1a edicion,Canje,Fisico,F-38175,161758.67,2020-01-06,Sede Sur,Salazar-Quintero,1,1990-12-22,874252000535,OY584,620,1990,E-001616
1617,723,55,3a edicion,Compra,Fisico,F-97645,139971.2,2022-03-11,Sede Norte,Ariza-Gallego,2,2016-09-19,136120221325,YF290,858,2012,E-001617
1618,724,56,5a edicion,Suscripcion,Fisico,F-66716,139775.86,2015-09-05,Coordinacion Academica,Ramírez PLC,1,2023-04-07,796150617884,ET966,796,2021,E-001618
1619,724,8,2a edicion,Donacion,Fisico,F-62314,167202.69,2024-09-03,Sede Norte,Rodríguez Inc,2,2024-04-04,222707152713,EK230,272,2009,E-001619
1620,725,39,6a edicion,Canje,Fisico,F-23428,130480.65,2025-10-31,Sede Norte,Córdoba-González,1,2007-04-29,646527976221,GA521,592,1991,E-001620
1621,725,22,6a edicion,Compra,Fisico,F-85861,25912.8,2015-07-03,Coordinacion Academica,Rodríguez and Sons,2,2003-05-28,808003979494,IN472,201,2003,E-001621
1622,726,3,4a edicion,Compra,Fisico,F-79168,48822.51,2021-01-12,Sede Sur,Mendoza-Ardila,1,2013-12-28,681716243766,DV848,355,2002,E-001622
1623,726,52,1a edicion,Donacion,Fisico,F-77835,153835.13,2018-12-09,Coordinacion Academica,Páez-Morales,2,2011-05-27,573361517188,AO986,416,2007,E-001623
1624,726,45,6a edicion,Compra,Fisico,F-44382,117331.53,2020-05-16,Sede Norte,Sánchez-Acosta,3,2020-03-12,162337467775,TL729,90,2017,E-001624
1625,726,56,4a edicion,Donacion,Fisico,F-61112,147592.12,2017-11-15,Sede Norte,Vargas-Zambrano,4,1992-04-12,568506659501,FI604,842,1987,E-001625
1626,727,33,3a edicion,Canje,Fisico,F-15458,105886.27,2022-05-23,Sede Sur,"Arias, Martínez and Ibarra",1,2025-07-02,920323787744,FH701,300,2022,E-001626
1627,727,12,6a edicion,Compra,Fisico,F-92094,161431.68,2019-11-20,Biblioteca Central,"Murillo, Solano and Ayala",2,1993-12-07,885312185688,FH944,430,1976,E-001627
1628,728,8,6a edicion,Canje,Fisico,F-37095,152511.83,2022-04-12,Biblioteca Central,Rojas Ltd,1,2015-03-20,245594808247,ZE721,692,2014,E-001628
1629,729,13,2a edicion,Compra,Fisico,F-31644,165191.99,2019-01-07,Coordinacion Academica,Hernández LLC,1,2017-02-03,389277318351,OC103,330,2000,E-001629
1630,729,39,6a edicion,Compra,Fisico,F-46068,147840.55,2024-06-09,Biblioteca Central,"Montes, Bautista and Alarcón",2,2015-06-28,301022983175,AC799,554,1976,E-001630
1631,729,2,1a edicion,Donacion,Fisico,F-89856,73951.63,2016-01-18,Sede Sur,Becerra-Yepes,3,1995-04-30,121493644830,VZ399,211,1988,E-001631
1632,730,9,6a edicion,Compra,Fisico,F-60398,168991.26,2016-06-01,Biblioteca Central,Jiménez LLC,1,2022-12-18,681113183066,BO995,207,2017,E-001632
1633,731,59,1a edicion,Canje,Fisico,F-79558,62501.02,2020-01-11,Sede Norte,"Peña, Serrano and Durán",1,1998-04-23,670866526722,RO467,534,1977,E-001633
1634,731,39,4a edicion,Donacion,Fisico,F-78869,170293.4,2016-09-07,Sede Sur,"Guevara, López and Alarcón",2,2025-09-21,889548251967,UU437,733,2023,E-001634
1635,731,16,5a edicion,Compra,Fisico,F-21094,103404.38,2020-06-13,Sede Norte,"Zapata, Luna and Peña",3,2021-09-03,846721136585,TZ292,863,2018,E-001635
1636,732,60,3a edicion,Donacion,Fisico,F-56535,158232.11,2016-02-08,Sede Sur,"Rubio, Díaz and Ortiz",1,2002-08-02,500988181930,ML762,558,1983,E-001636
1637,732,50,5a edicion,Compra,Fisico,F-54361,112638.52,2017-09-25,Biblioteca Central,"Ríos, Montoya and Cáceres",2,2022-09-12,666664499897,EZ226,668,2018,E-001637
1638,733,54,5a edicion,Canje,Fisico,F-44314,137387.31,2020-02-01,Coordinacion Academica,"Correa, Sánchez and Mora",1,2025-10-12,839178105582,CF918,426,2021,E-001638
1639,733,33,5a edicion,Canje,Fisico,F-25090,160987.91,2024-06-24,Sede Sur,Ruiz Inc,2,2001-05-23,133230566626,ZS622,665,1975,E-001639
1640,734,27,6a edicion,Canje,Fisico,F-41106,166379.26,2015-04-20,Coordinacion Academica,"Herrera, Medina and Lozano",1,2003-12-04,754608735837,WI469,434,1991,E-001640
1641,735,24,3a edicion,Compra,Fisico,F-76556,139844.33,2016-07-03,Sede Norte,"Vanegas, Sánchez and Vargas",1,2017-09-20,582954627183,HU894,417,2013,E-001641
1642,735,50,4a edicion,Suscripcion,Fisico,F-45587,76397.14,2024-10-19,Sede Norte,Cardona Inc,2,2014-01-20,410826513930,ZF825,200,1994,E-001642
1643,735,33,4a edicion,Donacion,Fisico,F-86912,149018.6,2017-10-14,Coordinacion Academica,Hernández Inc,3,1992-09-22,617956456348,BD730,119,1983,E-001643
1644,736,56,3a edicion,Canje,Fisico,F-47251,105324.16,2018-06-25,Coordinacion Academica,"Cruz, Molina and Moreno",1,2003-07-28,219797854074,LW546,516,1978,E-001644
1645,737,22,4a edicion,Suscripcion,Fisico,F-30190,69432.2,2021-07-28,Sede Norte,"Guerrero, Prada and Ávila",1,2024-04-27,951128326129,VC561,521,2018,E-001645
1646,738,25,3a edicion,Compra,Fisico,F-30059,95985.15,2022-08-15,Coordinacion Academica,Ordóñez-Alvarado,1,2014-06-20,496843385152,PJ302,144,2014,E-001646
1647,738,8,6a edicion,Donacion,Fisico,F-23529,96912.01,2025-06-01,Biblioteca Central,"Gómez, Méndez and Torres",2,2009-07-02,469607199522,EL389,453,1993,E-001647
1648,739,19,3a edicion,Canje,Fisico,F-54067,161475.48,2019-01-29,Coordinacion Academica,Fernández PLC,1,2025-06-14,305305536119,TI225,514,1990,E-001648
1649,740,14,3a edicion,Suscripcion,Fisico,F-64344,83435.6,2015-08-10,Sede Sur,"Mosquera, Carvajal and Galvis",1,2019-05-30,107553247992,YD408,841,2017,E-001649
1650,740,2,5a edicion,Suscripcion,Fisico,F-16660,63461.01,2015-11-22,Coordinacion Academica,López-Díaz,2,2014-01-20,504108294996,PM437,776,2012,E-001650
1651,740,21,2a edicion,Compra,Fisico,F-85901,90370.62,2017-08-06,Sede Norte,"Muñoz, Torres and Cárdenas",3,2017-07-17,711564555281,FA492,127,2005,E-001651
1652,740,44,2a edicion,Compra,Fisico,F-99125,84338.6,2020-11-14,Sede Sur,Zuluaga-Sánchez,4,2025-09-22,845804878004,DM125,170,2024,E-001652
1653,740,24,5a edicion,Donacion,Fisico,F-20260,30317.71,2019-02-22,Sede Norte,Rivera LLC,5,2010-01-24,147988578199,VZ265,495,1977,E-001653
1654,741,44,6a edicion,Donacion,Fisico,F-38460,170171.12,2019-11-11,Sede Norte,Vega-Jaimes,1,1994-01-13,746391608371,GG143,269,1977,E-001654
1655,742,57,2a edicion,Suscripcion,Fisico,F-32224,170700.1,2025-09-04,Biblioteca Central,"Galvis, Aguirre and Ayala",1,2024-07-03,686519006006,GJ729,296,2017,E-001655
1656,742,19,4a edicion,Compra,Fisico,F-69350,86325.69,2017-10-14,Sede Sur,Suárez-Monsalve,2,2014-08-31,249483694289,AJ856,88,2008,E-001656
1657,742,20,5a edicion,Compra,Fisico,F-48528,45747.41,2023-08-04,Coordinacion Academica,"Sepúlveda, Sierra and Carvajal",3,2014-03-21,419695739521,KA592,364,2009,E-001657
1658,742,53,4a edicion,Canje,Fisico,F-13930,57513.43,2022-04-09,Sede Norte,Restrepo-Cifuentes,4,2016-08-26,854911351579,AL883,250,1984,E-001658
1659,743,27,2a edicion,Suscripcion,Fisico,F-95354,68998.19,2016-01-16,Coordinacion Academica,"Carrillo, Castañeda and Duque",1,2022-09-27,434383551558,CT379,704,2013,E-001659
