id_prestamo,id_usuario,fecha_prestamo,fecha_devolucion,fecha_limite,observaciones,multa
777,144,2024-10-27,2024-11-07,2024-11-10,Error ea iste quae rerum ab ad rem ipsam placeat.,0.0
778,226,2025-06-30,2025-07-03,2025-07-21,,0.0
779,108,2025-04-08,2025-05-13,2025-04-15,Veritatis laborum in modi maxime beatae molestias dolorum debitis ipsa.,14000
780,183,2025-03-04,2025-04-10,2025-04-03,Modi doloremque expedita enim debitis totam quos ullam facere.,3500
781,29,2024-04-10,,2024-05-01,,0.0
782,152,2024-12-31,2025-01-18,2025-01-07,,5500
783,60,2022-10-22,2022-10-26,2022-11-21,,0.0
784,174,2022-09-16,2022-09-25,2022-09-30,,0.0
785,10,2024-01-24,2024-01-27,2024-01-31,Repudiandae rem molestiae blanditiis sit optio sunt.,0.0
786,123,2024-04-21,2024-05-11,2024-05-12,,0.0
787,328,2024-08-30,2024-09-28,2024-09-13,,7500
788,188,2022-07-06,,2022-07-27,,0.0
789,91,2024-03-06,,2024-03-20,Est laborum praesentium explicabo illum rem atque.,0.0
790,209,2025-04-27,2025-05-10,2025-05-04,Omnis adipisci aut perferendis iure dolore odit perspiciatis aspernatur cumque.,3000
791,48,2024-08-29,2024-09-06,2024-09-12,Magni officiis velit et dolorum nam tempora ab aut itaque.,0.0
792,387,2025-09-21,2025-10-05,2025-09-28,,3500
793,226,2022-04-18,2022-05-03,2022-05-02,Consequatur ipsam laudantium autem eum.,500
794,286,2022-03-17,2022-04-05,2022-04-16,,0.0
795,295,2022-12-24,2023-01-03,2023-01-14,Voluptatum deserunt rerum a nihil perspiciatis eligendi laborum tenetur.,0.0
796,254,2023-07-31,2023-08-18,2023-08-30,,0.0
797,190,2022-06-07,2022-06-27,2022-07-07,,0.0
798,116,2025-05-03,2025-05-25,2025-05-10,,7500
799,105,2023-08-01,,2023-08-15,,0.0
800,382,2023-06-08,2023-07-03,2023-07-08,,0.0
801,247,2022-12-09,,2023-01-08,,0.0
802,7,2024-10-06,2024-11-13,2024-10-27,Accusamus minima omnis adipisci reiciendis soluta modi.,8500
803,388,2023-12-30,,2024-01-20,Cumque odio similique ea atque nulla.,0.0
804,134,2022-12-16,2023-01-13,2022-12-23,,10500
805,273,2022-10-29,2022-11-27,2022-11-19,Eveniet quibusdam adipisci possimus doloribus in eum reprehenderit.,4000
806,336,2023-07-11,2023-08-20,2023-07-25,,13000
807,319,2022-03-23,2022-04-25,2022-04-06,,9500
808,63,2023-03-31,2023-04-03,2023-04-07,,0.0
809,290,2023-12-04,,2023-12-18,,0.0
810,144,2023-01-15,2023-02-05,2023-01-22,,7000
811,347,2023-06-07,2023-06-09,2023-06-14,,0.0
812,361,2023-03-14,2023-03-18,2023-04-13,,0.0
813,124,2025-01-27,2025-03-01,2025-02-03,,13000
814,331,2024-01-27,,2024-02-17,,0.0
815,325,2023-04-05,2023-04-22,2023-05-05,,0.0
816,134,2024-02-04,2024-03-06,2024-03-05,Nam vitae minima ut dolores soluta eum debitis.,500
817,375,2023-08-22,2023-08-26,2023-09-05,,0.0
818,245,2023-09-14,2023-09-25,2023-09-28,,0.0
819,345,2024-11-20,2024-12-22,2024-12-11,,5500
820,247,2022-05-07,2022-06-04,2022-06-06,,0.0
821,55,2023-10-13,2023-11-15,2023-10-27,,9500
822,268,2022-01-12,,2022-02-11,,0.0
823,309,2025-05-04,2025-05-11,2025-05-25,,0.0
824,212,2025-10-23,,2025-11-06,,0.0
825,111,2025-08-15,2025-08-26,2025-08-29,,0.0
826,371,2022-08-05,,2022-08-12,Aliquam accusamus ab neque ad sit sint quisquam.,0.0
827,329,2025-06-29,,2025-07-20,,0.0
828,287,2023-10-14,,2023-10-21,,0.0
829,93,2023-12-20,2024-01-03,2024-01-19,Accusamus praesentium a ex deserunt modi molestias id minima laboriosam.,0.0
830,34,2023-05-19,2023-05-21,2023-06-18,Ratione omnis occaecati amet quidem deleniti.,0.0
831,319,2024-04-14,2024-04-21,2024-05-05,,0.0
832,109,2022-11-19,2022-11-23,2022-12-10,,0.0
833,79,2023-11-03,2023-11-18,2023-11-10,,4000
834,234,2024-12-09,2024-12-15,2024-12-30,Architecto voluptates molestiae tempore incidunt qui vel dignissimos provident.,0.0
835,15,2023-01-24,2023-02-25,2023-01-31,,12500
836,303,2022-07-27,2022-08-26,2022-08-17,Fugiat officia cumque facilis architecto sed possimus voluptate voluptatibus.,4500
837,244,2024-08-10,2024-08-25,2024-09-09,Ipsum saepe perspiciatis consectetur quasi.,0.0
838,293,2025-07-28,,2025-08-04,,0.0
839,159,2024-07-05,2024-08-06,2024-07-26,,5500
840,327,2022-04-07,2022-05-03,2022-04-14,,9500
841,1,2025-08-27,2025-08-31,2025-09-26,,0.0
842,68,2024-08-04,2024-08-18,2024-08-11,,3500
843,279,2025-10-15,2025-10-20,2025-11-14,Optio rerum possimus est reprehenderit culpa nam dolor modi sequi esse.,0.0
844,125,2022-07-12,2022-08-03,2022-07-19,,7500
845,52,2022-03-25,2022-03-27,2022-04-01,Provident hic nam quo odio molestiae.,0.0
846,87,2022-11-03,2022-11-11,2022-11-17,,0.0
847,315,2025-02-20,,2025-03-06,Nulla expedita at non quo quia velit.,0.0
848,390,2022-07-16,2022-07-21,2022-07-23,,0.0
849,101,2025-01-23,2025-03-01,2025-01-30,,15000
850,238,2025-04-19,2025-05-14,2025-04-26,,9000
851,21,2024-11-27,,2024-12-27,,0.0
852,42,2022-08-14,2022-08-20,2022-09-04,,0.0
853,287,2024-05-21,,2024-06-04,Facilis minima expedita sapiente corrupti maiores dolore id.,0.0
854,132,2022-11-07,2022-12-02,2022-11-28,,2000
855,63,2025-04-23,2025-05-18,2025-05-14,,2000
856,11,2022-10-26,2022-11-27,2022-11-02,,12500
857,305,2022-11-16,2022-12-06,2022-12-07,,0.0
858,362,2023-11-01,,2023-11-08,Officia repellendus atque ipsa optio ad.,0.0
859,340,2022-11-17,,2022-11-24,,0.0
860,135,2022-10-18,,2022-11-08,,0.0
861,317,2022-04-14,2022-05-07,2022-05-05,,1000
862,88,2023-11-05,,2023-11-12,Vero nam facilis accusantium odio nesciunt assumenda quaerat.,0.0
863,192,2023-05-31,2023-06-16,2023-06-14,Pariatur animi ratione perspiciatis reprehenderit non aperiam iusto eveniet omnis.,1000
864,258,2022-08-25,2022-09-13,2022-09-24,,0.0
865,9,2022-09-13,2022-09-23,2022-09-27,,0.0
866,8,2025-11-14,2025-11-23,2025-11-28,Deleniti nisi totam nostrum quas.,0.0
867,144,2024-12-09,2025-01-08,2025-01-08,,0.0
868,284,2022-12-09,2023-01-10,2022-12-23,Eius sed ullam aspernatur architecto.,9000
869,314,2023-02-04,2023-02-24,2023-02-11,,6500
870,388,2022-03-06,2022-04-04,2022-04-05,,0.0
871,364,2022-12-24,2023-01-04,2023-01-23,,0.0
872,307,2024-06-08,,2024-06-29,Vero labore cum eius quos error qui earum ducimus sapiente nemo.,0.0
873,63,2025-07-29,2025-08-30,2025-08-05,,12500
874,165,2023-09-02,,2023-09-23,,0.0
875,177,2023-06-27,,2023-07-18,,0.0
876,57,2022-08-30,2022-09-28,2022-09-13,,7500
877,109,2023-06-06,2023-07-14,2023-06-20,,12000
878,398,2022-12-24,2023-01-03,2023-01-23,In mollitia quod voluptas expedita molestiae.,0.0
879,132,2024-08-17,2024-09-07,2024-09-16,,0.0
880,394,2024-12-30,2025-01-19,2025-01-20,,0.0
881,322,2023-08-17,2023-09-08,2023-09-16,Voluptatem laudantium delectus accusantium.,0.0
882,16,2022-05-01,,2022-05-15,,0.0
883,120,2022-11-15,,2022-11-22,,0.0
884,284,2023-10-31,2023-11-13,2023-11-21,,0.0
885,157,2022-12-19,2023-01-04,2023-01-02,,1000
886,214,2023-11-13,2023-12-08,2023-11-27,,5500
887,307,2022-11-28,2023-01-01,2022-12-12,,10000
888,156,2024-04-30,2024-05-24,2024-05-21,,1500
889,359,2025-07-23,2025-08-07,2025-08-06,,500
890,328,2022-01-02,2022-02-01,2022-01-09,,11500
891,345,2025-06-06,,2025-06-13,,0.0
892,46,2022-01-17,,2022-01-24,Nam optio explicabo reiciendis aspernatur.,0.0
893,56,2022-06-11,2022-07-15,2022-07-02,,6500
894,313,2022-11-11,2022-11-27,2022-11-25,Eligendi distinctio quis optio eum eum corporis tenetur consectetur.,1000
895,237,2025-01-28,2025-03-04,2025-02-04,,14000
896,193,2024-04-09,2024-04-14,2024-04-30,Voluptatibus temporibus quis sit in ad porro eaque.,0.0
897,187,2025-05-14,,2025-06-13,Quas a excepturi officiis beatae quos fugit corrupti provident eos.,0.0
898,33,2024-06-18,2024-07-12,2024-07-02,Quos perspiciatis a voluptate exercitationem nemo aliquam.,5000
899,136,2025-05-21,2025-06-28,2025-05-28,Temporibus est earum incidunt numquam facere vitae porro tempore.,15500
900,116,2022-01-31,2022-03-04,2022-02-07,Minus laborum itaque doloribus tempore amet placeat.,12500
